call_datetime,base_date,base_day_of_week,call_date,call_section,call_time,call_title,id,next_date,sentence,sentiment,speaker,ticker
2019-10-23 09:00:00,2019-10-22 00:00:00,1.0,2019-10-23,question,09:00:00,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",2293,2019-10-23,Thanks for all the details.,,Brian Bedell,IVZ
2019-10-23 09:00:00,2019-10-22 00:00:00,1.0,2019-10-23,answer,09:00:00,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",2600,2019-10-23,"So again, source transaction was very important for us and we see that pace just picking up as we look to the future.",,Marty Flanagan,IVZ
2019-10-29 10:00:00,2019-10-28 00:00:00,0.0,2019-10-29,presentation,10:00:00,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",1603,2019-10-29,"Looking at North America, we delivered strong business performance in the quarter which was unfavorably impacted by the strike in the United States and increased warranty and retail cost related to our previous generation full size pickup trucks and full size SUV.",,Mary Barra,GM
2019-10-23 09:00:00,2019-10-22 00:00:00,1.0,2019-10-23,answer,09:00:00,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",2156,2019-10-23,"There's quite strong demand for global equities and its various flavors in a lot of markets outside of the U.S. And so we're seeing that, I think ETFs and the traction that Loren kind of mentioned with this when we're going to hopefully see in the first quarter and when it farms in solutions.",,Greg McGreevey,IVZ
2019-10-30 08:00:00,2019-10-29 00:00:00,1.0,2019-10-30,presentation,08:00:00,"General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET",1073,2019-10-30,And how do we win?,,Larry Culp,GE
2019-10-30 08:00:00,2019-10-29 00:00:00,1.0,2019-10-30,presentation,08:00:00,"General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET",1039,2019-10-30,"At Industrial, we sold a portion of our Baker Hughes stake for approximately $3 billion of proceeds and we exited Wabtec, bringing in another $1.6 billion.",,Larry Culp,GE
2019-10-24 08:00:00,2019-10-23 00:00:00,2.0,2019-10-24,presentation,08:00:00,"Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET",3708,2019-10-24,Our goal in rebuilding our core add and map technology stacks was to address exactly these sorts of issues and increase engineering agility.,,Jack Dorsey,TWTR
2019-10-24 08:00:00,2019-10-23 00:00:00,2.0,2019-10-24,question,08:00:00,"Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET",4012,2019-10-24,Thanks.,,Brian Nowak,TWTR
2019-10-30 08:00:00,2019-10-29 00:00:00,1.0,2019-10-30,answer,08:00:00,"General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET",1404,2019-10-30,"I'm not sure we're in a position to quantify that specifically today for you as those conversations are ongoing, but that's really what's happening.",,Larry Culp,GE
2019-10-29 10:00:00,2019-10-28 00:00:00,0.0,2019-10-29,presentation,10:00:00,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",1651,2019-10-29,"Adjusting for the impact of the strike, EPS would have been $2.24 an all-time quarterly record.",,Dhivya Suryadevara,GM
2019-10-23 09:00:00,2019-10-22 00:00:00,1.0,2019-10-23,question,09:00:00,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",2213,2019-10-23," Okay, thanks.",,Mike Carrier,IVZ
2019-10-29 10:00:00,2019-10-28 00:00:00,0.0,2019-10-29,operator_instruction,10:00:00,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",1577,2019-10-29,"I would now like to turn the conference over to Rocky Gupta, Treasurer and Vice President of Investor Relations.",,Operator,GM
2019-10-30 08:00:00,2019-10-29 00:00:00,1.0,2019-10-30,answer,08:00:00,"General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET",1277,2019-10-30,That said that was fundamentally offset by a number of the legacy issues that we referenced in the prepared remarks and the consolidation of the Alstom JVs.,,Larry Culp,GE
2019-10-29 10:00:00,2019-10-28 00:00:00,0.0,2019-10-29,answer,10:00:00,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",2000,2019-10-29,You're going to have a full year of heavy-duty trucks and the product launches that I talked about.,,Dhivya Suryadevara,GM
2019-10-23 09:00:00,2019-10-22 00:00:00,1.0,2019-10-23,question,09:00:00,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",2358,2019-10-23,"Sorry if that's a – if it was redundant and previously indicated, I just wanted to clarify.",,Brennan Hawken,IVZ
2019-10-15 11:00:00,2019-10-14 00:00:00,0.0,2019-10-15,answer,11:00:00,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",4916,2019-10-15, Yes.,,Allen Parker,WFC
2019-10-29 10:00:00,2019-10-28 00:00:00,0.0,2019-10-29,presentation,10:00:00,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",1675,2019-10-29,"While we continue to work on strike recovery efforts, we anticipate that we have small portion of the losses sustained during this strike can be recovered this year due to capacity constraints.",,Dhivya Suryadevara,GM
2019-10-23 09:00:00,2019-10-22 00:00:00,1.0,2019-10-23,answer,09:00:00,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",2229,2019-10-23,But I would say it's a real even fight in terms of the things that are sort of helping us on the fee rate on the positive side versus things that may be putting it to the flip side.,,Loren Starr,IVZ
2019-10-24 08:00:00,2019-10-23 00:00:00,2.0,2019-10-24,answer,08:00:00,"Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET",3847,2019-10-24,"It’s too early to quantify at both because we’re working hard on remediation, also because we’re not giving guidance for 2020 yet, but there will be some continued impact from these things.",,Jack Dorsey,TWTR
2019-10-24 08:00:00,2019-10-23 00:00:00,2.0,2019-10-24,question,08:00:00,"Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET",3841,2019-10-24,So is that’s because the bugs are causing deceleration in places like Japan or is it that the users are coming in country [ph] but that may not offer as higher monetization potential.,,Ross Sandler,TWTR
2019-10-15 11:00:00,2019-10-14 00:00:00,0.0,2019-10-15,answer,11:00:00,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",5041,2019-10-15,We have obviously in response to the article that appeared gone back and looked at all our account closure information and we've been working very hard.,,Allen Parker,WFC
2019-10-29 10:00:00,2019-10-28 00:00:00,0.0,2019-10-29,answer,10:00:00,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",1752,2019-10-29, Yes.,,Dhivya Suryadevara,GM
2019-10-15 11:00:00,2019-10-14 00:00:00,0.0,2019-10-15,answer,11:00:00,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",5124,2019-10-15,There is a great deal of work to do to meet the expectations of our regulators.,,Allen Parker,WFC
2019-10-24 08:00:00,2019-10-23 00:00:00,2.0,2019-10-24,answer,08:00:00,"Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET",3987,2019-10-24,"And it's about uses of cash, he says, can you address uses of cash going forward.",,Krista Bessinger,TWTR
2019-10-30 08:00:00,2019-10-29 00:00:00,1.0,2019-10-30,answer,08:00:00,"General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET",1344,2019-10-30,"As you know when we talk about renewables, the bulk of our revenue today comes from our onshore wind business.",,Larry Culp,GE
2019-10-23 09:00:00,2019-10-22 00:00:00,1.0,2019-10-23,answer,09:00:00,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",2488,2019-10-23,"The Brexit coming into the market environment has been a tremendous headwind for us, but that's a high degree of confidence in our investment teams.",,Marty Flanagan,IVZ
2019-10-30 08:00:00,2019-10-29 00:00:00,1.0,2019-10-30,presentation,08:00:00,"General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET",1051,2019-10-30,"At Aviation, we have a strong global franchise with an installed base of nearly 70,000 engines.",,Larry Culp,GE
2019-10-30 08:00:00,2019-10-29 00:00:00,1.0,2019-10-30,presentation,08:00:00,"General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET",1134,2019-10-30,"Beyond the $5 billion debt tender completed, we announced pre-funding the GE pension plan by about $4 billion to $5 billion meeting the estimated minimum ERISA funding requirements for 2021 and 2022 and this will be completed in 2020.",,Jamie Miller,GE
2019-10-15 11:00:00,2019-10-14 00:00:00,0.0,2019-10-15,presentation,11:00:00,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",4780,2019-10-15,Commercial loans were stable linked quarter as growth in C&I loans and leased financing was largely offset by declines in commercial real estate loans.,,John Shrewsberry,WFC
2019-10-29 10:00:00,2019-10-28 00:00:00,0.0,2019-10-29,presentation,10:00:00,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",1600,2019-10-29,"However, we have a lot of work to do in many areas, as the loss profits from the work stoppage were significant.",,Mary Barra,GM
2019-10-15 11:00:00,2019-10-14 00:00:00,0.0,2019-10-15,operator_instruction,11:00:00,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",4713,2019-10-15,"After the speakers' remarks, there will be a question-and-answer session.",,Operator,WFC
2019-10-23 09:00:00,2019-10-22 00:00:00,1.0,2019-10-23,question,09:00:00,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",2319,2019-10-23,And then is there any shift in capital priorities overall?,,Ryan Bailey,IVZ
2019-10-23 09:00:00,2019-10-22 00:00:00,1.0,2019-10-23,presentation,09:00:00,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",2119,2019-10-23,"And with that, operator, I’d ask you to please open up the call for Q&A.",,Loren Starr,IVZ
2019-10-30 08:00:00,2019-10-29 00:00:00,1.0,2019-10-30,answer,08:00:00,"General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET",1271,2019-10-30,"Andrew, I don't think we tried to talk about renewables more or less than any of our four big Industrial segments.",,Larry Culp,GE
2019-10-15 11:00:00,2019-10-14 00:00:00,0.0,2019-10-15,answer,11:00:00,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",4944,2019-10-15,"So, I guess the low single-digit growth rates for loans and deposits is probably a reasonable proxy for a reasonable placeholder for thinking about how 2020 unfolds, could be a range of different outcomes, but that would be consistent with what I mentioned earlier in terms of how you might forecast the different rate paths and getting to a low to mid single-digits down percentage in net interest income for 2020 versus 2019.",,John Shrewsberry,WFC
2019-10-24 08:00:00,2019-10-23 00:00:00,2.0,2019-10-24,answer,08:00:00,"Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET",4018,2019-10-24,"That along with continuing to improve relevance, better formats and moving down the funnel in terms of the types of advertising that is available, those are all things that ought to help us from the auction dynamics perspective.",,Jack Dorsey,TWTR
2019-10-23 09:00:00,2019-10-22 00:00:00,1.0,2019-10-23,question,09:00:00,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",2402,2019-10-23,"That’s helpful, thanks.",,Patrick Davitt,IVZ
2019-10-29 10:00:00,2019-10-28 00:00:00,0.0,2019-10-29,answer,10:00:00,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",1718,2019-10-29," I think it's really hard to call that now, Joe, partially because you also need to figure out what the trucking industry is going to be like i.e.",,Dhivya Suryadevara,GM
2019-10-23 09:00:00,2019-10-22 00:00:00,1.0,2019-10-23,answer,09:00:00,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",2444,2019-10-23,Real estate continues to be a major driver of opportunity for the firm overall.,,Loren Starr,IVZ
2019-10-23 09:00:00,2019-10-22 00:00:00,1.0,2019-10-23,question,09:00:00,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",2237,2019-10-23,"Good morning, folks.",,Brian Bedell,IVZ
2019-10-30 08:00:00,2019-10-29 00:00:00,1.0,2019-10-30,presentation,08:00:00,"General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET",1140,2019-10-30,"Power Portfolio orders were down 54% reported and down 34% organically, largely driven by steam power system down 49% due to a non-repeat of a large nuclear equipment supply contract.",,Jamie Miller,GE
2019-10-29 10:00:00,2019-10-28 00:00:00,0.0,2019-10-29,presentation,10:00:00,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",1596,2019-10-29,"They were in constant contact with us throughout the work stoppage and ensuring as they would be ready for a prompt, safe restart once the new contract was ratified.",,Mary Barra,GM
2019-10-23 09:00:00,2019-10-22 00:00:00,1.0,2019-10-23,question,09:00:00,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",2166,2019-10-23,I think that's a fourth quarter event.,,Ken Worthington,IVZ
2019-10-29 10:00:00,2019-10-28 00:00:00,0.0,2019-10-29,presentation,10:00:00,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",1684,2019-10-29,"Next, I want to briefly talk about the impact of our new labor agreement.",,Dhivya Suryadevara,GM
2019-10-23 09:00:00,2019-10-22 00:00:00,1.0,2019-10-23,answer,09:00:00,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",2179,2019-10-23,"In terms of the $501 million, that number is net of investments.",,Loren Starr,IVZ
2019-10-24 08:00:00,2019-10-23 00:00:00,2.0,2019-10-24,answer,08:00:00,"Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET",3976,2019-10-24,"It varies from quarter-to-quarter, from geography-to-geography, from the year-to-year.",,Ned Segal,TWTR
2019-10-15 11:00:00,2019-10-14 00:00:00,0.0,2019-10-15,presentation,11:00:00,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",4865,2019-10-15,"The remainder of the expected reduction in our allowance predominantly related to the increase in collateral value of residential mortgage loans, which were written down significantly below current recovery value during the last credit cycle.",,John Shrewsberry,WFC
2019-10-23 09:00:00,2019-10-22 00:00:00,1.0,2019-10-23,answer,09:00:00,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",2197,2019-10-23,So look what we think are fundamental strengths of our organization.,,Marty Flanagan,IVZ
2019-10-15 11:00:00,2019-10-14 00:00:00,0.0,2019-10-15,question,11:00:00,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",5097,2019-10-15," Hey, guys, thanks for taking my question.",,Saul Martinez,WFC
2019-10-29 10:00:00,2019-10-28 00:00:00,0.0,2019-10-29,answer,10:00:00,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",1852,2019-10-29, I appreciate that you think our core franchise is very strong.,,Mary Barra,GM
2019-10-23 09:00:00,2019-10-22 00:00:00,1.0,2019-10-23,answer,09:00:00,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",2142,2019-10-23,I think the path to positive is going to be a function of some other things that are – some within our control and some without of our control.,,Loren Starr,IVZ
2019-10-23 09:00:00,2019-10-22 00:00:00,1.0,2019-10-23,answer,09:00:00,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",2270,2019-10-23,"We think January 1st, we'll be on our front feet and full steam ahead and we anticipate seeing higher gross sales on the back of that.",,Marty Flanagan,IVZ
2019-10-30 08:00:00,2019-10-29 00:00:00,1.0,2019-10-30,answer,08:00:00,"General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET",1477,2019-10-30,"But in the near term, this team's focused on making sure, we deliver better performance, we have more options, long term.",,Larry Culp,GE
2019-10-29 10:00:00,2019-10-28 00:00:00,0.0,2019-10-29,answer,10:00:00,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",1909,2019-10-29,People have till the end of the year and find out for that.,,Mary Barra,GM
2019-10-15 11:00:00,2019-10-14 00:00:00,0.0,2019-10-15,question,11:00:00,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",4999,2019-10-15, Okay.,,Matt O'Connor,WFC
2019-10-29 10:00:00,2019-10-28 00:00:00,0.0,2019-10-29,answer,10:00:00,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",1710,2019-10-29,"From a timing perspective, even though we pull forward in 2019, we still think we can achieve that.",,Dhivya Suryadevara,GM
2019-10-24 08:00:00,2019-10-23 00:00:00,2.0,2019-10-24,answer,08:00:00,"Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET",3752,2019-10-24,"Let me give you a couple of examples, which can help them come to life.",,Ned Segal,TWTR
2019-10-24 08:00:00,2019-10-23 00:00:00,2.0,2019-10-24,presentation,08:00:00,"Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET",3679,2019-10-24,We’ve talked for quite some time about how our focus on increasing relevance and ease-of-use will compound into sustainable growth.,,Jack Dorsey,TWTR
2019-10-23 09:00:00,2019-10-22 00:00:00,1.0,2019-10-23,presentation,09:00:00,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",2097,2019-10-23,And we’d expect net flows to improve as we complete all phases of the sales integration work through this year and into 2020.,,Loren Starr,IVZ
2019-10-23 09:00:00,2019-10-22 00:00:00,1.0,2019-10-23,question,09:00:00,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",2316,2019-10-23,"And then maybe if we turn to capital for a second, so you've done two forwards over the last two quarters.",,Ryan Bailey,IVZ
2019-10-15 11:00:00,2019-10-14 00:00:00,0.0,2019-10-15,presentation,11:00:00,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",4844,2019-10-15,We continue to have strong card usage with credit card purchase volume up 5% from a year ago and debit card purchase volume up 6% from a year ago.,,John Shrewsberry,WFC
2019-10-30 08:00:00,2019-10-29 00:00:00,1.0,2019-10-30,presentation,08:00:00,"General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET",1213,2019-10-30,"In summary, we continue to focus on reducing risk across this portfolio.",,Jamie Miller,GE
2019-10-30 08:00:00,2019-10-29 00:00:00,1.0,2019-10-30,presentation,08:00:00,"General Electric Company (NYSE:GE) Q3 2019 Earnings Conference Call October 30, 2019  8:00 AM ET",1232,2019-10-30,"Reflecting on three quarters of results, many of the trends highlighted in the second quarter still hold.",,Larry Culp,GE
2019-10-24 08:00:00,2019-10-23 00:00:00,2.0,2019-10-24,operator_instruction,08:00:00,"Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET",4040,2019-10-24,You may now disconnect.,,Operator,TWTR
2019-10-23 09:00:00,2019-10-22 00:00:00,1.0,2019-10-23,question,09:00:00,"Invesco Ltd. (NYSE:IVZ) Q3 2019 Earnings Conference Call  October 23, 2019  9:00 AM ET",2490,2019-10-23," I guess to clarify on the performance, I'm looking at Slide 14 and I look at the UK on the one, three and five year numbers.",,Dan Fannon,IVZ
2019-10-29 10:00:00,2019-10-28 00:00:00,0.0,2019-10-29,presentation,10:00:00,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",1676,2019-10-29,"Factoring in all of this, our updated 2019 EPS diluted adjusted outlook is in the range of $4.50 to $4.80.",,Dhivya Suryadevara,GM
2019-10-29 10:00:00,2019-10-28 00:00:00,0.0,2019-10-29,question,10:00:00,"General Motors Company (NYSE:GM) Q3 2019 Earnings Conference Call October 29, 2019 10:00 AM ET",1953,2019-10-29,Has there been any sort of discussions with the union in the future on how to deal with these plans that could potentially beyond necessary?,,Dan Levy,GM
2019-10-24 08:00:00,2019-10-23 00:00:00,2.0,2019-10-24,answer,08:00:00,"Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET",3857,2019-10-24,So we were down 1% year-over-year in Japan.,,Jack Dorsey,TWTR
2019-10-24 08:00:00,2019-10-23 00:00:00,2.0,2019-10-24,answer,08:00:00,"Twitter, Inc. (NYSE:TWTR) Q3 2019 Results Earnings Conference Call October 24, 2019  8:00 AM ET",3861,2019-10-24,"So it was more impacted by these MAP issues that other geographies were, so that down 1% is both - up against a tough comp and also more pronounced in its impact from MAP.",,Jack Dorsey,TWTR
2019-10-15 11:00:00,2019-10-14 00:00:00,0.0,2019-10-15,presentation,11:00:00,"Wells Fargo & Company (NYSE:WFC) Q3 2019 Earnings Conference Call October 15, 2019 11:00 AM ET",4765,2019-10-15,"While our financial results in the third quarter were impacted by these items, as Allen summarized and we highlight on slide three, we continue to have positive business momentum with strong customer activity.",,John Shrewsberry,WFC
